Program,Year,Geo Level,State,Ag District,Ag District Code,County,County ANSI,Commodity,Avrage corn,Avrage soybeen ,CV (%)
SURVEY,2022,COUNTY,IOWA,EAST CENTRAL,60,IOWA,095,CORN,205.9,53.3,4
SURVEY,2020,COUNTY,IOWA,EAST CENTRAL,60,IOWA,095,CORN,151.1,63.5,1.9
SURVEY,2019,COUNTY,IOWA,EAST CENTRAL,60,IOWA,095,CORN,190.6,56.5,1.2
SURVEY,2024,COUNTY,IOWA,EAST CENTRAL,60,JACKSON,097,CORN,227.5,62.1,1.6
SURVEY,2023,COUNTY,IOWA,EAST CENTRAL,60,JACKSON,097,CORN,189.6,51.8,3.2
SURVEY,2022,COUNTY,IOWA,EAST CENTRAL,60,JACKSON,097,CORN,219.2,55.5,2.9
SURVEY,2021,COUNTY,IOWA,EAST CENTRAL,60,JACKSON,097,CORN,191.2,63.8,3.6
SURVEY,2020,COUNTY,IOWA,EAST CENTRAL,60,JACKSON,097,CORN,185.6,54.5,3.2
SURVEY,2019,COUNTY,IOWA,EAST CENTRAL,60,JACKSON,097,CORN,185.5,61.7,0.9
SURVEY,2023,COUNTY,IOWA,CENTRAL,50,JASPER,099,CORN,218,64.5,1.9
SURVEY,2022,COUNTY,IOWA,CENTRAL,50,JASPER,099,CORN,203.6,54,0.7
SURVEY,2021,COUNTY,IOWA,CENTRAL,50,JASPER,099,CORN,221.7,57.2,2.3
SURVEY,2019,COUNTY,IOWA,CENTRAL,50,JASPER,099,CORN,209.3,63.1,2.2
SURVEY,2024,COUNTY,IOWA,SOUTHEAST,90,JEFFERSON,101,CORN,203.7,61.1,2.5
SURVEY,2023,COUNTY,IOWA,SOUTHEAST,90,JEFFERSON,101,CORN,195.1,53.1,1.6
SURVEY,2022,COUNTY,IOWA,SOUTHEAST,90,JEFFERSON,101,CORN,178,51.6,2
SURVEY,2021,COUNTY,IOWA,SOUTHEAST,90,JEFFERSON,101,CORN,163.3,55.8,3.1
SURVEY,2020,COUNTY,IOWA,SOUTHEAST,90,JEFFERSON,101,CORN,167.3,56.2,2.7
SURVEY,2019,COUNTY,IOWA,SOUTHEAST,90,JEFFERSON,101,CORN,162.7,60.4,2.8
SURVEY,2024,COUNTY,IOWA,EAST CENTRAL,60,JOHNSON,103,CORN,223.1,60.2,1.9
SURVEY,2023,COUNTY,IOWA,EAST CENTRAL,60,JOHNSON,103,CORN,203.1,57.4,2.3
SURVEY,2022,COUNTY,IOWA,EAST CENTRAL,60,JOHNSON,103,CORN,205.2,66.9,1.3
SURVEY,2020,COUNTY,IOWA,EAST CENTRAL,60,JOHNSON,103,CORN,161.8,66.1,4.3
SURVEY,2019,COUNTY,IOWA,EAST CENTRAL,60,JOHNSON,103,CORN,181.3,54.6,2.6
SURVEY,2024,COUNTY,IOWA,EAST CENTRAL,60,JONES,105,CORN,233.3,59.7,2
SURVEY,2023,COUNTY,IOWA,EAST CENTRAL,60,JONES,105,CORN,190.7,52.1,2.4
SURVEY,2022,COUNTY,IOWA,EAST CENTRAL,60,JONES,105,CORN,218.2,54.8,2.5
SURVEY,2020,COUNTY,IOWA,EAST CENTRAL,60,JONES,105,CORN,171.6,48.1,1.2
SURVEY,2019,COUNTY,IOWA,EAST CENTRAL,60,JONES,105,CORN,203,64.6,3.1
SURVEY,2023,COUNTY,IOWA,SOUTHEAST,90,KEOKUK,107,CORN,211.6,56.5,3.1
SURVEY,2022,COUNTY,IOWA,SOUTHEAST,90,KEOKUK,107,CORN,170.4,64.4,1.6
SURVEY,2021,COUNTY,IOWA,SOUTHEAST,90,KEOKUK,107,CORN,176.5,61.4,1.9
SURVEY,2020,COUNTY,IOWA,SOUTHEAST,90,KEOKUK,107,CORN,163.5,53.3,1.4
SURVEY,2019,COUNTY,IOWA,SOUTHEAST,90,KEOKUK,107,CORN,175.4,54.3,1.9
SURVEY,2022,COUNTY,IOWA,NORTH CENTRAL,20,KOSSUTH,109,CORN,196.8,51.7,2
SURVEY,2021,COUNTY,IOWA,NORTH CENTRAL,20,KOSSUTH,109,CORN,190.7,43.1,2.6
SURVEY,2020,COUNTY,IOWA,NORTH CENTRAL,20,KOSSUTH,109,CORN,190.7,54.1,1.4
SURVEY,2019,COUNTY,IOWA,NORTH CENTRAL,20,KOSSUTH,109,CORN,198.7,43.8,2.5
SURVEY,2024,COUNTY,IOWA,SOUTHEAST,90,LEE,111,CORN,223.3,62.2,2.3
SURVEY,2023,COUNTY,IOWA,SOUTHEAST,90,LEE,111,CORN,203.7,63.6,2.7
SURVEY,2022,COUNTY,IOWA,SOUTHEAST,90,LEE,111,CORN,178.2,60.8,1.7
SURVEY,2021,COUNTY,IOWA,SOUTHEAST,90,LEE,111,CORN,160.4,54.8,2.1
SURVEY,2020,COUNTY,IOWA,SOUTHEAST,90,LEE,111,CORN,174.3,61.3,1.8
SURVEY,2019,COUNTY,IOWA,SOUTHEAST,90,LEE,111,CORN,172.5,55.4,1.3
SURVEY,2024,COUNTY,IOWA,EAST CENTRAL,60,LINN,113,CORN,230.1,58.8,3.4
SURVEY,2023,COUNTY,IOWA,EAST CENTRAL,60,LINN,113,CORN,179.5,51.4,0.8
SURVEY,2022,COUNTY,IOWA,EAST CENTRAL,60,LINN,113,CORN,215,52.3,1.5
SURVEY,2020,COUNTY,IOWA,EAST CENTRAL,60,LINN,113,CORN,164.9,66.7,1.8
SURVEY,2019,COUNTY,IOWA,EAST CENTRAL,60,LINN,113,CORN,223.7,62.7,1.5
SURVEY,2024,COUNTY,IOWA,SOUTHEAST,90,LOUISA,115,CORN,214.5,59.3,1.7
SURVEY,2022,COUNTY,IOWA,SOUTHEAST,90,LOUISA,115,CORN,196.3,62,1.8
SURVEY,2021,COUNTY,IOWA,SOUTHEAST,90,LOUISA,115,CORN,189.5,53.7,2
SURVEY,2020,COUNTY,IOWA,SOUTHEAST,90,LOUISA,115,CORN,181.6,63.6,1.6
SURVEY,2019,COUNTY,IOWA,SOUTHEAST,90,LOUISA,115,CORN,174.6,56,1.4
SURVEY,2023,COUNTY,IOWA,SOUTH CENTRAL,80,LUCAS,117,CORN,173.9,57.8,1.9
SURVEY,2022,COUNTY,IOWA,SOUTH CENTRAL,80,LUCAS,117,CORN,139.5,60.6,1.8
SURVEY,2021,COUNTY,IOWA,SOUTH CENTRAL,80,LUCAS,117,CORN,166.1,54,1.5
SURVEY,2020,COUNTY,IOWA,SOUTH CENTRAL,80,LUCAS,117,CORN,149.2,61.7,2.3
SURVEY,2024,COUNTY,IOWA,NORTHWEST,10,LYON,119,CORN,198.8,65,3.4
SURVEY,2023,COUNTY,IOWA,NORTHWEST,10,LYON,119,CORN,200.2,67.1,1.2
SURVEY,2022,COUNTY,IOWA,NORTHWEST,10,LYON,119,CORN,190.8,60.6,1.9
SURVEY,2021,COUNTY,IOWA,NORTHWEST,10,LYON,119,CORN,216.7,61.1,2.5
SURVEY,2020,COUNTY,IOWA,NORTHWEST,10,LYON,119,CORN,197,53.3,2.5
SURVEY,2019,COUNTY,IOWA,NORTHWEST,10,LYON,119,CORN,186.5,52.1,2.9
SURVEY,2023,COUNTY,IOWA,SOUTH CENTRAL,80,MADISON,121,CORN,202,49.3,2.3
SURVEY,2022,COUNTY,IOWA,SOUTH CENTRAL,80,MADISON,121,CORN,166.9,62,5
SURVEY,2021,COUNTY,IOWA,SOUTH CENTRAL,80,MADISON,121,CORN,195.6,46.9,1.4
SURVEY,2020,COUNTY,IOWA,SOUTH CENTRAL,80,MADISON,121,CORN,172,64.6,3.2
SURVEY,2019,COUNTY,IOWA,SOUTH CENTRAL,80,MADISON,121,CORN,175.7,62.5,2.8
SURVEY,2024,COUNTY,IOWA,SOUTHEAST,90,MAHASKA,123,CORN,222.9,59.4,5.7
SURVEY,2023,COUNTY,IOWA,SOUTHEAST,90,MAHASKA,123,CORN,214.9,49.8,4.3
SURVEY,2022,COUNTY,IOWA,SOUTHEAST,90,MAHASKA,123,CORN,186.3,55.2,4.4
SURVEY,2021,COUNTY,IOWA,SOUTHEAST,90,MAHASKA,123,CORN,200.5,50.9,2.2
SURVEY,2020,COUNTY,IOWA,SOUTHEAST,90,MAHASKA,123,CORN,180.8,48.6,5.5
SURVEY,2019,COUNTY,IOWA,SOUTHEAST,90,MAHASKA,123,CORN,189.9,61.8,3.7
SURVEY,2024,COUNTY,IOWA,SOUTH CENTRAL,80,MARION,125,CORN,218.1,56,2
SURVEY,2023,COUNTY,IOWA,SOUTH CENTRAL,80,MARION,125,CORN,203.7,55.8,6.1
SURVEY,2022,COUNTY,IOWA,SOUTH CENTRAL,80,MARION,125,CORN,175.2,56.3,1.9
SURVEY,2021,COUNTY,IOWA,SOUTH CENTRAL,80,MARION,125,CORN,199.1,50.9,2.8
SURVEY,2019,COUNTY,IOWA,SOUTH CENTRAL,80,MARION,125,CORN,170.7,47.4,2.9
SURVEY,2024,COUNTY,IOWA,CENTRAL,50,MARSHALL,127,CORN,222.2,59.3,1.9
SURVEY,2023,COUNTY,IOWA,CENTRAL,50,MARSHALL,127,CORN,216.3,45.4,3.4
SURVEY,2022,COUNTY,IOWA,CENTRAL,50,MARSHALL,127,CORN,214.1,56.1,2.3
SURVEY,2021,COUNTY,IOWA,CENTRAL,50,MARSHALL,127,CORN,211.5,61.6,2.7
SURVEY,2019,COUNTY,IOWA,CENTRAL,50,MARSHALL,127,CORN,221.9,54.6,3.1
SURVEY,2024,COUNTY,IOWA,SOUTHWEST,70,MILLS,129,CORN,210.9,54.8,1.7
SURVEY,2023,COUNTY,IOWA,SOUTHWEST,70,MILLS,129,CORN,204.3,63,2.1
SURVEY,2022,COUNTY,IOWA,SOUTHWEST,70,MILLS,129,CORN,191.1,49.2,1.6
SURVEY,2021,COUNTY,IOWA,SOUTHWEST,70,MILLS,129,CORN,209.8,58.3,2.7
SURVEY,2020,COUNTY,IOWA,SOUTHWEST,70,MILLS,129,CORN,182.2,62.6,2.3
SURVEY,2019,COUNTY,IOWA,SOUTHWEST,70,MILLS,129,CORN,202.9,62.4,2.4
SURVEY,2024,COUNTY,IOWA,NORTH CENTRAL,20,MITCHELL,131,CORN,212.8,65.5,2.1
SURVEY,2023,COUNTY,IOWA,NORTH CENTRAL,20,MITCHELL,131,CORN,171.8,62.6,3.7
SURVEY,2022,COUNTY,IOWA,NORTH CENTRAL,20,MITCHELL,131,CORN,217.9,55.6,2
SURVEY,2021,COUNTY,IOWA,NORTH CENTRAL,20,MITCHELL,131,CORN,203.3,55.2,1.1
SURVEY,2020,COUNTY,IOWA,NORTH CENTRAL,20,MITCHELL,131,CORN,203.3,56.4,1.7
SURVEY,2019,COUNTY,IOWA,NORTH CENTRAL,20,MITCHELL,131,CORN,194.5,65.4,3.5
SURVEY,2024,COUNTY,IOWA,WEST CENTRAL,40,MONONA,133,CORN,192,59.4,4.6
SURVEY,2023,COUNTY,IOWA,WEST CENTRAL,40,MONONA,133,CORN,165.4,66.4,2.8
SURVEY,2022,COUNTY,IOWA,WEST CENTRAL,40,MONONA,133,CORN,168.6,62,3.8
SURVEY,2021,COUNTY,IOWA,WEST CENTRAL,40,MONONA,133,CORN,197.7,56,4.4
SURVEY,2020,COUNTY,IOWA,WEST CENTRAL,40,MONONA,133,CORN,178.4,61.9,3.7
SURVEY,2019,COUNTY,IOWA,WEST CENTRAL,40,MONONA,133,CORN,203.9,56.3,4.6
SURVEY,2024,COUNTY,IOWA,SOUTH CENTRAL,80,MONROE,135,CORN,191.7,62.9,2.6
SURVEY,2023,COUNTY,IOWA,SOUTH CENTRAL,80,MONROE,135,CORN,181.1,50.5,4.9
SURVEY,2022,COUNTY,IOWA,SOUTH CENTRAL,80,MONROE,135,CORN,145.4,55.2,2.5
SURVEY,2021,COUNTY,IOWA,SOUTH CENTRAL,80,MONROE,135,CORN,166.1,56.4,5.9
SURVEY,2020,COUNTY,IOWA,SOUTH CENTRAL,80,MONROE,135,CORN,153.8,54,2.3
SURVEY,2019,COUNTY,IOWA,SOUTH CENTRAL,80,MONROE,135,CORN,162.3,50.1,2.9
SURVEY,2024,COUNTY,IOWA,SOUTHWEST,70,MONTGOMERY,137,CORN,215.8,55.8,5.3
SURVEY,2023,COUNTY,IOWA,SOUTHWEST,70,MONTGOMERY,137,CORN,206.2,55.9,2.5
SURVEY,2022,COUNTY,IOWA,SOUTHWEST,70,MONTGOMERY,137,CORN,187.8,59.3,4.3
SURVEY,2021,COUNTY,IOWA,SOUTHWEST,70,MONTGOMERY,137,CORN,204.9,58.4,1.8
SURVEY,2020,COUNTY,IOWA,SOUTHWEST,70,MONTGOMERY,137,CORN,184.6,47.9,3.9
SURVEY,2019,COUNTY,IOWA,SOUTHWEST,70,MONTGOMERY,137,CORN,204.8,63.2,3.8
SURVEY,2024,COUNTY,IOWA,EAST CENTRAL,60,MUSCATINE,139,CORN,220.4,56.6,1.6
SURVEY,2023,COUNTY,IOWA,EAST CENTRAL,60,MUSCATINE,139,CORN,211.9,59.9,2.9
SURVEY,2022,COUNTY,IOWA,EAST CENTRAL,60,MUSCATINE,139,CORN,213.1,57.2,2.7
SURVEY,2021,COUNTY,IOWA,EAST CENTRAL,60,MUSCATINE,139,CORN,204.5,54,1.8
SURVEY,2020,COUNTY,IOWA,EAST CENTRAL,60,MUSCATINE,139,CORN,172.8,62.6,1.7
SURVEY,2019,COUNTY,IOWA,EAST CENTRAL,60,MUSCATINE,139,CORN,173.2,52.4,1.3
SURVEY,2024,COUNTY,IOWA,NORTHWEST,10,O BRIEN,141,CORN,199,55.9,2.8
SURVEY,2023,COUNTY,IOWA,NORTHWEST,10,O BRIEN,141,CORN,212.7,53.7,1.7
SURVEY,2022,COUNTY,IOWA,NORTHWEST,10,O BRIEN,141,CORN,201.1,59.2,1.8
SURVEY,2021,COUNTY,IOWA,NORTHWEST,10,O BRIEN,141,CORN,213.5,57.9,1.3
SURVEY,2020,COUNTY,IOWA,NORTHWEST,10,O BRIEN,141,CORN,199.5,61.6,2.4
SURVEY,2019,COUNTY,IOWA,NORTHWEST,10,O BRIEN,141,CORN,204.9,55.6,1.7
SURVEY,2023,COUNTY,IOWA,NORTHWEST,10,OSCEOLA,143,CORN,203.7,60.1,3.3
SURVEY,2022,COUNTY,IOWA,NORTHWEST,10,OSCEOLA,143,CORN,197.5,47.8,2.3
SURVEY,2021,COUNTY,IOWA,NORTHWEST,10,OSCEOLA,143,CORN,208,58.1,1.2
SURVEY,2020,COUNTY,IOWA,NORTHWEST,10,OSCEOLA,143,CORN,185.3,62,1
SURVEY,2019,COUNTY,IOWA,NORTHWEST,10,OSCEOLA,143,CORN,182.5,56.5,1.9
SURVEY,2019,COUNTY,IOWA,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,CORN,191.2,65,3.6
SURVEY,2019,COUNTY,IOWA,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,CORN,152.3,54.6,2.2
SURVEY,2019,COUNTY,IOWA,SOUTHWEST,70,OTHER (COMBINED) COUNTIES,,CORN,189.6,61.7,3
SURVEY,2019,COUNTY,IOWA,WEST CENTRAL,40,OTHER (COMBINED) COUNTIES,,CORN,210,61.2,1.1
SURVEY,2024,COUNTY,IOWA,,99,OTHER COUNTIES,,CORN,205.7,54.1,1.4
SURVEY,2023,COUNTY,IOWA,,99,OTHER COUNTIES,,CORN,198.9,64.6,1.2
SURVEY,2022,COUNTY,IOWA,,99,OTHER COUNTIES,,CORN,150.2,50.2,2.9
SURVEY,2021,COUNTY,IOWA,,99,OTHER COUNTIES,,CORN,203.8,51,2.1
SURVEY,2020,COUNTY,IOWA,,99,OTHER COUNTIES,,CORN,175.4,62.2,3.4
SURVEY,2024,COUNTY,IOWA,SOUTHWEST,70,PAGE,145,CORN,209.1,51,1.4
SURVEY,2023,COUNTY,IOWA,SOUTHWEST,70,PAGE,145,CORN,206.6,64.4,1.6
SURVEY,2022,COUNTY,IOWA,SOUTHWEST,70,PAGE,145,CORN,174.5,48,2.9
SURVEY,2021,COUNTY,IOWA,SOUTHWEST,70,PAGE,145,CORN,206.9,58.5,1.6
SURVEY,2020,COUNTY,IOWA,SOUTHWEST,70,PAGE,145,CORN,181.6,61.6,0.8
SURVEY,2019,COUNTY,IOWA,SOUTHWEST,70,PAGE,145,CORN,191.3,59.5,2
SURVEY,2024,COUNTY,IOWA,NORTHWEST,10,PALO ALTO,147,CORN,182.3,60.4,1.4
SURVEY,2023,COUNTY,IOWA,NORTHWEST,10,PALO ALTO,147,CORN,211.7,54.8,2.7
SURVEY,2022,COUNTY,IOWA,NORTHWEST,10,PALO ALTO,147,CORN,195.8,53.4,3.1
SURVEY,2021,COUNTY,IOWA,NORTHWEST,10,PALO ALTO,147,CORN,190.1,41.8,3.6
SURVEY,2020,COUNTY,IOWA,NORTHWEST,10,PALO ALTO,147,CORN,181.1,54,2.9
SURVEY,2019,COUNTY,IOWA,NORTHWEST,10,PALO ALTO,147,CORN,198.3,50.6,2.3
SURVEY,2024,COUNTY,IOWA,NORTHWEST,10,PLYMOUTH,149,CORN,195.6,64,4.6
SURVEY,2023,COUNTY,IOWA,NORTHWEST,10,PLYMOUTH,149,CORN,205.7,58.1,5.7
SURVEY,2022,COUNTY,IOWA,NORTHWEST,10,PLYMOUTH,149,CORN,171.8,61.3,4.2
SURVEY,2021,COUNTY,IOWA,NORTHWEST,10,PLYMOUTH,149,CORN,190.9,47.1,2.1
SURVEY,2019,COUNTY,IOWA,NORTHWEST,10,PLYMOUTH,149,CORN,217.8,59.3,4.4
SURVEY,2024,COUNTY,IOWA,NORTHWEST,10,POCAHONTAS,151,CORN,203,70.1,2.7
SURVEY,2023,COUNTY,IOWA,NORTHWEST,10,POCAHONTAS,151,CORN,218.1,66.3,1.5
SURVEY,2022,COUNTY,IOWA,NORTHWEST,10,POCAHONTAS,151,CORN,198.2,69.1,2.6
SURVEY,2021,COUNTY,IOWA,NORTHWEST,10,POCAHONTAS,151,CORN,213.9,68.1,2.5
SURVEY,2020,COUNTY,IOWA,NORTHWEST,10,POCAHONTAS,151,CORN,186.2,61,2.3
SURVEY,2024,COUNTY,IOWA,CENTRAL,50,POLK,153,CORN,218,60.5,2
SURVEY,2023,COUNTY,IOWA,CENTRAL,50,POLK,153,CORN,206.4,63.8,2.1
SURVEY,2022,COUNTY,IOWA,CENTRAL,50,POLK,153,CORN,188.6,53.3,3.3
SURVEY,2021,COUNTY,IOWA,CENTRAL,50,POLK,153,CORN,217.5,58,2.5
SURVEY,2020,COUNTY,IOWA,CENTRAL,50,POLK,153,CORN,150.2,52.8,2.6
SURVEY,2019,COUNTY,IOWA,CENTRAL,50,POLK,153,CORN,196.6,58.7,2.1
SURVEY,2023,COUNTY,IOWA,SOUTHWEST,70,POTTAWATTAMIE,155,CORN,198.5,62.9,3.2
SURVEY,2022,COUNTY,IOWA,SOUTHWEST,70,POTTAWATTAMIE,155,CORN,195,70.5,3.7
SURVEY,2021,COUNTY,IOWA,SOUTHWEST,70,POTTAWATTAMIE,155,CORN,216.3,60.8,1.7
SURVEY,2020,COUNTY,IOWA,SOUTHWEST,70,POTTAWATTAMIE,155,CORN,176.3,63.2,2.9
SURVEY,2019,COUNTY,IOWA,SOUTHWEST,70,POTTAWATTAMIE,155,CORN,208,64.1,2.2
SURVEY,2024,COUNTY,IOWA,CENTRAL,50,POWESHIEK,157,CORN,223,60,4
SURVEY,2023,COUNTY,IOWA,CENTRAL,50,POWESHIEK,157,CORN,204.9,63.6,2.5
SURVEY,2022,COUNTY,IOWA,CENTRAL,50,POWESHIEK,157,CORN,193.3,52.2,3.2
SURVEY,2021,COUNTY,IOWA,CENTRAL,50,POWESHIEK,157,CORN,201,50,4
SURVEY,2020,COUNTY,IOWA,CENTRAL,50,POWESHIEK,157,CORN,138.2,56.1,2.2
SURVEY,2019,COUNTY,IOWA,CENTRAL,50,POWESHIEK,157,CORN,200.3,61.4,2.5
SURVEY,2022,COUNTY,IOWA,SOUTH CENTRAL,80,RINGGOLD,159,CORN,151.8,66.3,2.7
SURVEY,2021,COUNTY,IOWA,SOUTH CENTRAL,80,RINGGOLD,159,CORN,175.8,56.2,1
SURVEY,2020,COUNTY,IOWA,SOUTH CENTRAL,80,RINGGOLD,159,CORN,159.1,53.4,1.9
SURVEY,2024,COUNTY,IOWA,WEST CENTRAL,40,SAC,161,CORN,229.1,61.6,4.1
SURVEY,2023,COUNTY,IOWA,WEST CENTRAL,40,SAC,161,CORN,199.1,54.7,5.7
SURVEY,2022,COUNTY,IOWA,WEST CENTRAL,40,SAC,161,CORN,212.4,52.9,1.7
SURVEY,2021,COUNTY,IOWA,WEST CENTRAL,40,SAC,161,CORN,231,61.3,1.7
SURVEY,2020,COUNTY,IOWA,WEST CENTRAL,40,SAC,161,CORN,161,47,4.4
SURVEY,2019,COUNTY,IOWA,WEST CENTRAL,40,SAC,161,CORN,220.6,49.9,3.8
SURVEY,2024,COUNTY,IOWA,EAST CENTRAL,60,SCOTT,163,CORN,234.2,59.9,2.7
SURVEY,2023,COUNTY,IOWA,EAST CENTRAL,60,SCOTT,163,CORN,210.1,41.4,2.1
SURVEY,2022,COUNTY,IOWA,EAST CENTRAL,60,SCOTT,163,CORN,216.2,61.9,
SURVEY,2021,COUNTY,IOWA,EAST CENTRAL,60,SCOTT,163,CORN,206.8,52.1,
SURVEY,2020,COUNTY,IOWA,EAST CENTRAL,60,SCOTT,163,CORN,181.3,53.7,
SURVEY,2019,COUNTY,IOWA,EAST CENTRAL,60,SCOTT,163,CORN,189.4,61.4,
SURVEY,2023,COUNTY,IOWA,WEST CENTRAL,40,SHELBY,165,CORN,196,59.3,
SURVEY,2022,COUNTY,IOWA,WEST CENTRAL,40,SHELBY,165,CORN,209,43.6,
SURVEY,2020,COUNTY,IOWA,WEST CENTRAL,40,SHELBY,165,CORN,190.5,53,
SURVEY,2019,COUNTY,IOWA,WEST CENTRAL,40,SHELBY,165,CORN,217.3,44.2,
SURVEY,2023,COUNTY,IOWA,NORTHWEST,10,SIOUX,167,CORN,211.4,53.9,
SURVEY,2022,COUNTY,IOWA,NORTHWEST,10,SIOUX,167,CORN,196.6,61.7,
SURVEY,2021,COUNTY,IOWA,NORTHWEST,10,SIOUX,167,CORN,220.6,53.7,
SURVEY,2020,COUNTY,IOWA,NORTHWEST,10,SIOUX,167,CORN,201.8,59,
SURVEY,2019,COUNTY,IOWA,NORTHWEST,10,SIOUX,167,CORN,192.1,52,
SURVEY,2024,COUNTY,IOWA,CENTRAL,50,STORY,169,CORN,215.5,55.5,
SURVEY,2023,COUNTY,IOWA,CENTRAL,50,STORY,169,CORN,211.4,57.9,
SURVEY,2022,COUNTY,IOWA,CENTRAL,50,STORY,169,CORN,207.1,50.2,
SURVEY,2021,COUNTY,IOWA,CENTRAL,50,STORY,169,CORN,201.2,49.5,
SURVEY,2020,COUNTY,IOWA,CENTRAL,50,STORY,169,CORN,148.4,52.3,
SURVEY,2019,COUNTY,IOWA,CENTRAL,50,STORY,169,CORN,189.3,60.1,
SURVEY,2023,COUNTY,IOWA,CENTRAL,50,TAMA,171,CORN,197.4,57.2,
SURVEY,2022,COUNTY,IOWA,CENTRAL,50,TAMA,171,CORN,203.3,53.2,
SURVEY,2021,COUNTY,IOWA,CENTRAL,50,TAMA,171,CORN,213.9,54.7,
SURVEY,2020,COUNTY,IOWA,CENTRAL,50,TAMA,171,CORN,132.7,56.6,
SURVEY,2019,COUNTY,IOWA,CENTRAL,50,TAMA,171,CORN,204.8,57.1,
SURVEY,2024,COUNTY,IOWA,SOUTHWEST,70,TAYLOR,173,CORN,192.7,44.6,
SURVEY,2023,COUNTY,IOWA,SOUTHWEST,70,TAYLOR,173,CORN,192.9,52.5,
SURVEY,2022,COUNTY,IOWA,SOUTHWEST,70,TAYLOR,173,CORN,172.1,59.8,
SURVEY,2021,COUNTY,IOWA,SOUTHWEST,70,TAYLOR,173,CORN,192,60,
SURVEY,2020,COUNTY,IOWA,SOUTHWEST,70,TAYLOR,173,CORN,166.2,57.5,
SURVEY,2019,COUNTY,IOWA,SOUTHWEST,70,TAYLOR,173,CORN,161.7,64.6,
SURVEY,2023,COUNTY,IOWA,SOUTH CENTRAL,80,UNION,175,CORN,217,50.4,
SURVEY,2022,COUNTY,IOWA,SOUTH CENTRAL,80,UNION,175,CORN,149.4,49.1,
SURVEY,2021,COUNTY,IOWA,SOUTH CENTRAL,80,UNION,175,CORN,185.2,53.8,
SURVEY,2020,COUNTY,IOWA,SOUTH CENTRAL,80,UNION,175,CORN,179.7,60.7,
SURVEY,2019,COUNTY,IOWA,SOUTH CENTRAL,80,UNION,175,CORN,168.9,64.4,
SURVEY,2023,COUNTY,IOWA,SOUTHEAST,90,VAN BUREN,177,CORN,189.3,61.6,
SURVEY,2022,COUNTY,IOWA,SOUTHEAST,90,VAN BUREN,177,CORN,151.9,60.8,
SURVEY,2021,COUNTY,IOWA,SOUTHEAST,90,VAN BUREN,177,CORN,162.5,54.2,
SURVEY,2020,COUNTY,IOWA,SOUTHEAST,90,VAN BUREN,177,CORN,153.5,55,
SURVEY,2019,COUNTY,IOWA,SOUTHEAST,90,VAN BUREN,177,CORN,171,52.6,
SURVEY,2023,COUNTY,IOWA,SOUTHEAST,90,WAPELLO,179,CORN,202.9,66.3,
SURVEY,2022,COUNTY,IOWA,SOUTHEAST,90,WAPELLO,179,CORN,170.8,61.8,
SURVEY,2021,COUNTY,IOWA,SOUTHEAST,90,WAPELLO,179,CORN,178,53.6,
SURVEY,2020,COUNTY,IOWA,SOUTHEAST,90,WAPELLO,179,CORN,170.6,55.6,
SURVEY,2019,COUNTY,IOWA,SOUTHEAST,90,WAPELLO,179,CORN,176.5,58.8,
SURVEY,2023,COUNTY,IOWA,SOUTH CENTRAL,80,WARREN,181,CORN,199.2,44.8,
SURVEY,2022,COUNTY,IOWA,SOUTH CENTRAL,80,WARREN,181,CORN,157.8,56.4,
SURVEY,2020,COUNTY,IOWA,SOUTH CENTRAL,80,WARREN,181,CORN,168,56.6,
SURVEY,2023,COUNTY,IOWA,SOUTHEAST,90,WASHINGTON,183,CORN,188.3,56.8,
SURVEY,2022,COUNTY,IOWA,SOUTHEAST,90,WASHINGTON,183,CORN,185.7,56.6,
SURVEY,2020,COUNTY,IOWA,SOUTHEAST,90,WASHINGTON,183,CORN,185.4,51,
SURVEY,2019,COUNTY,IOWA,SOUTHEAST,90,WASHINGTON,183,CORN,178.9,62,
SURVEY,2024,COUNTY,IOWA,SOUTH CENTRAL,80,WAYNE,185,CORN,194.8,60.1,
SURVEY,2022,COUNTY,IOWA,SOUTH CENTRAL,80,WAYNE,185,CORN,170.1,58.2,
SURVEY,2021,COUNTY,IOWA,SOUTH CENTRAL,80,WAYNE,185,CORN,177,51,
SURVEY,2020,COUNTY,IOWA,SOUTH CENTRAL,80,WAYNE,185,CORN,168.8,55.5,
SURVEY,2019,COUNTY,IOWA,SOUTH CENTRAL,80,WAYNE,185,CORN,151.4,60.8,
SURVEY,2024,COUNTY,IOWA,CENTRAL,50,WEBSTER,187,CORN,211.6,60.6,
SURVEY,2023,COUNTY,IOWA,CENTRAL,50,WEBSTER,187,CORN,212.8,61,
SURVEY,2022,COUNTY,IOWA,CENTRAL,50,WEBSTER,187,CORN,201.5,55.9,
SURVEY,2021,COUNTY,IOWA,CENTRAL,50,WEBSTER,187,CORN,216.2,54.1,
SURVEY,2020,COUNTY,IOWA,CENTRAL,50,WEBSTER,187,CORN,173.1,,
SURVEY,2019,COUNTY,IOWA,CENTRAL,50,WEBSTER,187,CORN,202.9,,
SURVEY,2024,COUNTY,IOWA,NORTH CENTRAL,20,WINNEBAGO,189,CORN,182.6,,
SURVEY,2023,COUNTY,IOWA,NORTH CENTRAL,20,WINNEBAGO,189,CORN,211.3,,
